,song,artist,peak,seasons,id,features
540,AP,Pop Smoke,64,{'spring'},17vGPZ5EsdvtgAOCD4FLWI,"{'danceability': 0.751, 'energy': 0.744, 'speechiness': 0.177, 'instrumentalness': 0.000568, 'tempo': 148.014, 'valence': 0.634}"
541,I Hope,Gabby Barrett Featuring Charlie Puth,3,{'fall'},5cYFwgA5dHoqR3xGnlr9ew,"{'danceability': 0.563, 'energy': 0.576, 'speechiness': 0.0401, 'instrumentalness': 0, 'tempo': 75.019, 'valence': 0.412}"
542,Bang!,AJR,8,{'winter'},5FQPpxOXsvkMN6v18gtpwY,"{'danceability': 0.74, 'energy': 0.517, 'speechiness': 0.0506, 'instrumentalness': 0, 'tempo': 139.917, 'valence': 0.698}"
543,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,6,{'fall'},7hxHWCCAIIxFLCzvDgnQHX,"{'danceability': 0.8, 'energy': 0.658, 'speechiness': 0.079, 'instrumentalness': 0, 'tempo': 140.042, 'valence': 0.462}"
544,Lonely,Justin Bieber & benny blanco,12,{'winter'},4fKiuIavbsoTRZ6R7xuAyT,"{'danceability': 0.365, 'energy': 0.117, 'speechiness': 0.041, 'instrumentalness': 2.48e-06, 'tempo': 168.744, 'valence': 0.119}"
545,Laugh Now Cry Later,Drake Featuring Lil Durk,2,{'summer'},1FqBYUGthjUB3WQEQ0g2Ka,"{'danceability': 0.928, 'energy': 0.404, 'speechiness': 0.293, 'instrumentalness': 5.9e-05, 'tempo': 110.066, 'valence': 0.0955}"
546,Only Wanna Be With You,Post Malone,74,{'spring'},3SawmGBjjq8EOYZJV11cJm,"{'danceability': 0.47, 'energy': 0.709, 'speechiness': 0.0299, 'instrumentalness': 0.00121, 'tempo': 98.036, 'valence': 0.247}"
547,Hole In The Bottle,Kelsea Ballerini,39,{'winter'},2yySWxfeRN2QRZnFMnYMQl,"{'danceability': 0.478, 'energy': 0.873, 'speechiness': 0.122, 'instrumentalness': 0, 'tempo': 104.365, 'valence': 0.739}"
548,Bichota,Karol G,72,{'winter'},0qhDLSOTaEdQEmFE2fJKqe,"{'danceability': 0.863, 'energy': 0.666, 'speechiness': 0.152, 'instrumentalness': 0.000493, 'tempo': 163.908, 'valence': 0.838}"
549,Test Drive,Ariana Grande,61,{'spring'},3eZYOQO4UzKrUDYDghtnFw,"{'danceability': 0.698, 'energy': 0.708, 'speechiness': 0.0454, 'instrumentalness': 0, 'tempo': 115.036, 'valence': 0.322}"
550,Hit Bout It,Lil Yachty Featuring Kodak Black,67,{'spring'},6SN1H9p6A0UbsNpfkxEEX6,"{'danceability': 0.631, 'energy': 0.72, 'speechiness': 0.0617, 'instrumentalness': 0.00737, 'tempo': 180.899, 'valence': 0.123}"
551,Chicken Tendies,Clinton Kane,88,{'spring'},0awuNCj9gwJEM0seER22DW,"{'danceability': 0.57, 'energy': 0.689, 'speechiness': 0.147, 'instrumentalness': 0, 'tempo': 100.087, 'valence': 0.568}"
552,ZaZa,6ix9ine,90,{'spring'},7BC38HgUWKdP45lBpKYKAJ,"{'danceability': 0.64, 'energy': 0.676, 'speechiness': 0.317, 'instrumentalness': 6.78e-05, 'tempo': 176.101, 'valence': 0.481}"
553,Afterglow,Ed Sheeran,29,{'winter'},0E4Y1XIbs8GrAT1YqVy6dq,"{'danceability': 0.641, 'energy': 0.324, 'speechiness': 0.0299, 'instrumentalness': 0, 'tempo': 110.184, 'valence': 0.273}"
554,Monster,Shawn Mendes & Justin Bieber,8,{'winter'},2Z8yfpFX0ZMavHkcIeHiO1,"{'danceability': 0.652, 'energy': 0.383, 'speechiness': 0.0516, 'instrumentalness': 0, 'tempo': 145.765, 'valence': 0.549}"
555,Before You Go,Lewis Capaldi,9,{'fall'},2gMXnyrvIjhVBUZwvLZDMP,"{'danceability': 0.459, 'energy': 0.575, 'speechiness': 0.0573, 'instrumentalness': 0, 'tempo': 111.881, 'valence': 0.183}"
556,What It Feels Like,Nipsey Hussle & JAY-Z,51,{'winter'},7Ei7kZxjEw9d76cEDxoxua,"{'danceability': 0.394, 'energy': 0.734, 'speechiness': 0.185, 'instrumentalness': 1.26e-06, 'tempo': 86.897, 'valence': 0.0778}"
557,So Done,The Kid LAROI,59,{'fall'},2gqWRRCXnma9L8xQ1RdemQ,"{'danceability': 0.719, 'energy': 0.598, 'speechiness': 0.077, 'instrumentalness': 0, 'tempo': 142.592, 'valence': 0.303}"
558,Happy Does,Kenny Chesney,47,{'winter'},2v08cjj3Th8RpfJgluECcj,"{'danceability': 0.715, 'energy': 0.665, 'speechiness': 0.0383, 'instrumentalness': 0, 'tempo': 109.018, 'valence': 0.597}"
559,"Big, Big Plans",Chris Lane,42,{'fall'},7yNJCsUH3tXlpQiHSsAc5l,"{'danceability': 0.574, 'energy': 0.58, 'speechiness': 0.0278, 'instrumentalness': 0, 'tempo': 149.974, 'valence': 0.4}"
560,Back To The Streets,Saweetie Featuring Jhene Aiko,58,{'winter'},3MEruRteiUZXkStfTlZqRn,"{'danceability': 0.865, 'energy': 0.792, 'speechiness': 0.0677, 'instrumentalness': 1.46e-05, 'tempo': 101.985, 'valence': 0.562}"
561,Bad Boy,Juice WRLD & Young Thug,22,{'winter'},3IpQRDDXyCIMXp7Wj4tVNk,"{'danceability': 0.569, 'energy': 0.526, 'speechiness': 0.0391, 'instrumentalness': 0.386, 'tempo': 81.508, 'valence': 0.404}"
562,Kings & Queens,Ava Max,13,{'fall'},7a53HqqArd4b9NF4XAmlbI,"{'danceability': 0.637, 'energy': 0.69, 'speechiness': 0.0405, 'instrumentalness': 0, 'tempo': 129.857, 'valence': 0.457}"
563,Rockstar,DaBaby Featuring Roddy Ricch,1,{'summer'},7ytR5pFWmSjzHJIeQkgog4,"{'danceability': 0.746, 'energy': 0.69, 'speechiness': 0.164, 'instrumentalness': 0, 'tempo': 89.977, 'valence': 0.497}"
564,GNF (OKOKOK),Polo G,55,{'winter'},3gntlMjzCV42fREUUbOHCN,"{'danceability': 0.783, 'energy': 0.662, 'speechiness': 0.409, 'instrumentalness': 0, 'tempo': 145.88, 'valence': 0.458}"
565,865,Morgan Wallen,46,{'winter'},0sKEilrw1GrBlG6qsTCrP4,"{'danceability': 0.532, 'energy': 0.584, 'speechiness': 0.0248, 'instrumentalness': 0, 'tempo': 88.003, 'valence': 0.367}"
566,Box Of Churches,Pooh Shiesty Featuring 21 Savage,81,{'winter'},7iMSOLaGijc7I6RcF6igti,"{'danceability': 0.797, 'energy': 0.605, 'speechiness': 0.377, 'instrumentalness': 0, 'tempo': 139.963, 'valence': 0.518}"
567,Dangerous,Morgan Wallen,62,{'winter'},1MX19fnaW1OUQoglWTYaOo,"{'danceability': 0.635, 'energy': 0.772, 'speechiness': 0.0279, 'instrumentalness': 0, 'tempo': 119.017, 'valence': 0.948}"
568,Warning,Morgan Wallen,42,{'winter'},64SCQtbRtmO28ks1QhS3w5,"{'danceability': 0.633, 'energy': 0.664, 'speechiness': 0.0294, 'instrumentalness': 0, 'tempo': 115.058, 'valence': 0.268}"
569,Still Goin Down,Morgan Wallen,45,{'winter'},2Qz8kpCjxulML39zB6gQxY,"{'danceability': 0.58, 'energy': 0.752, 'speechiness': 0.0267, 'instrumentalness': 0, 'tempo': 148.108, 'valence': 0.72}"
570,Prisoner,Miley Cyrus Featuring Dua Lipa,54,{'winter'},6B7jm2IJsh3DYXO7RgwVnx,"{'danceability': 0.844, 'energy': 0.619, 'speechiness': 0.046, 'instrumentalness': 1.05e-06, 'tempo': 128.008, 'valence': 0.386}"
571,Skin,Sabrina Carpenter,48,{'winter'},03B2SfXuvDh1m9F4tqrX07,"{'danceability': 0.557, 'energy': 0.457, 'speechiness': 0.0335, 'instrumentalness': 0, 'tempo': 105.918, 'valence': 0.328}"
572,7 Summers,Morgan Wallen,6,{'summer'},4obHzpwGrjoTuZh2DItEMZ,"{'danceability': 0.466, 'energy': 0.786, 'speechiness': 0.0328, 'instrumentalness': 6.1e-05, 'tempo': 203.903, 'valence': 0.571}"
573,More Than My Hometown,Morgan Wallen,15,{'fall'},5OELUCYgOHKFAvCERnAvfS,"{'danceability': 0.62, 'energy': 0.869, 'speechiness': 0.0462, 'instrumentalness': 0, 'tempo': 126.019, 'valence': 0.597}"
574,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,{'summer'},2MbdDtCv5LUVjYy9RuGTgC,"{'danceability': 0.904, 'energy': 0.723, 'speechiness': 0.26, 'instrumentalness': 0, 'tempo': 145.013, 'valence': 0.835}"
575,Should've Ducked,Lil Durk Featuring Pooh Shiesty,53,{'winter'},1tEskhLQFPHfBqDaBgtkyO,"{'danceability': 0.786, 'energy': 0.657, 'speechiness': 0.339, 'instrumentalness': 0, 'tempo': 144.898, 'valence': 0.485}"
576,Diamonds,Sam Smith,39,{'winter'},5hvwx5i67IwnCkjl9VHkNv,"{'danceability': 0.653, 'energy': 0.667, 'speechiness': 0.0423, 'instrumentalness': 0, 'tempo': 104.181, 'valence': 0.556}"
577,Gravity,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",71,{'winter'},3zakx7RAwdkUQlOoQ7SJRt,"{'danceability': 0.541, 'energy': 0.619, 'speechiness': 0.254, 'instrumentalness': 0.00633, 'tempo': 163.908, 'valence': 0.491}"
578,Holiday,Lil Nas X,37,{'fall'},6zFMeegAMYQo0mt8rXtrli,"{'danceability': 0.81, 'energy': 0.511, 'speechiness': 0.164, 'instrumentalness': 0, 'tempo': 151.947, 'valence': 0.837}"
579,Stay Down,"Lil Durk, 6LACK & Young Thug",73,{'winter'},5PrUgp50eMSlL8oCF1tkQX,"{'danceability': 0.813, 'energy': 0.57, 'speechiness': 0.265, 'instrumentalness': 0, 'tempo': 109.07, 'valence': 0.676}"
580,Kanye Krazy,Lil Durk,91,{'winter'},3puhyUug02XewEB3CcogO5,"{'danceability': 0.653, 'energy': 0.586, 'speechiness': 0.1, 'instrumentalness': 1.45e-06, 'tempo': 85.419, 'valence': 0.353}"
581,Backdoor,Lil Durk,62,{'winter'},3xUoEjDFhHCWlIeLRoTabt,"{'danceability': 0.625, 'energy': 0.552, 'speechiness': 0.325, 'instrumentalness': 3.61e-06, 'tempo': 81.142, 'valence': 0.239}"
582,Fake Woke,Tom MacDonald,96,{'winter'},22N2WWWq3pGweYgP5o5q7w,"{'danceability': 0.661, 'energy': 0.603, 'speechiness': 0.133, 'instrumentalness': 0, 'tempo': 89.94, 'valence': 0.158}"
583,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,{'fall'},4Q34FP1AT7GEl9oLgNtiWj,"{'danceability': 0.647, 'energy': 0.667, 'speechiness': 0.304, 'instrumentalness': 0, 'tempo': 172.08, 'valence': 0.704}"
584,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,{'fall'},1xQ6trAsedVPCdbtDAmk0c,"{'danceability': 0.767, 'energy': 0.481, 'speechiness': 0.0803, 'instrumentalness': 0, 'tempo': 150.076, 'valence': 0.761}"
585,Lo Vas A Olvidar,Billie Eilish & ROSALIA,62,{'winter'},59SCzRVTZJoyDF6OUDpgAt,"{'danceability': 0.399, 'energy': 0.215, 'speechiness': 0.0449, 'instrumentalness': 0, 'tempo': 137.311, 'valence': 0.13}"
586,Take You Dancing,Jason Derulo,57,{'winter'},59qrUpoplZxbIZxk6X0Bm3,"{'danceability': 0.789, 'energy': 0.711, 'speechiness': 0.041, 'instrumentalness': 0, 'tempo': 112.985, 'valence': 0.753}"
587,Hit Different,SZA Featuring Ty Dolla $ign,29,{'fall'},7Bar1kLTmsRmH6FCKKMEyU,"{'danceability': 0.679, 'energy': 0.516, 'speechiness': 0.0452, 'instrumentalness': 0, 'tempo': 120.074, 'valence': 0.716}"
588,Champagne Night,Lady A,33,{'winter'},48F2xnWq3LuzYWML327Z2r,"{'danceability': 0.523, 'energy': 0.927, 'speechiness': 0.0489, 'instrumentalness': 5.98e-06, 'tempo': 149.929, 'valence': 0.939}"
589,Kacey Talk,YoungBoy Never Broke Again,50,{'fall'},1SF8piqsZWn86DajVKih8F,"{'danceability': 0.877, 'energy': 0.607, 'speechiness': 0.15, 'instrumentalness': 0, 'tempo': 127.055, 'valence': 0.773}"
590,Adderall (Corvette Corvette),Popp Hunna,74,{'winter'},2Y3USTCETS4xbjJOzT1Icm,"{'danceability': 0.921, 'energy': 0.718, 'speechiness': 0.299, 'instrumentalness': 0, 'tempo': 141.06, 'valence': 0.677}"
591,Antes,Anuel AA & Ozuna,100,{'winter'},73O30uMI7n6DuzBmbtO7kC,"{'danceability': 0.817, 'energy': 0.737, 'speechiness': 0.102, 'instrumentalness': 1.57e-05, 'tempo': 93.985, 'valence': 0.67}"
592,I Should Probably Go To Bed,Dan + Shay,28,{'winter'},5ovVcYo2MvjVydFwFyaaqy,"{'danceability': 0.721, 'energy': 0.277, 'speechiness': 0.0365, 'instrumentalness': 0, 'tempo': 131.935, 'valence': 0.309}"
593,WAP,Cardi B Featuring Megan Thee Stallion,1,"{'summer', 'fall'}",4Oun2ylbjFKMPTiaSbbCih,"{'danceability': 0.935, 'energy': 0.454, 'speechiness': 0.375, 'instrumentalness': 0, 'tempo': 133.073, 'valence': 0.357}"
594,Love You Like I Used To,Russell Dickerson,31,{'fall'},1D7cfiC5mxqHfTCcOiRBej,"{'danceability': 0.501, 'energy': 0.788, 'speechiness': 0.0415, 'instrumentalness': 0, 'tempo': 152.047, 'valence': 0.61}"
595,De Una Vez,Selena Gomez,92,{'winter'},1v3lhrZEsOcazqR2QIyyRu,"{'danceability': 0.659, 'energy': 0.479, 'speechiness': 0.2, 'instrumentalness': 0.0025, 'tempo': 163.882, 'valence': 0.0395}"
596,Better Days,Ant Clemons Featuring Justin Timberlake,94,{'winter'},0FJdg6Fh9Js4XmbnML18ZZ,"{'danceability': 0.46, 'energy': 0.453, 'speechiness': 0.0331, 'instrumentalness': 0, 'tempo': 143.35, 'valence': 0.498}"
597,Hawai,Maluma & The Weeknd,12,{'fall'},0maezMs0ZppTI0cXUvTJ5K,"{'danceability': 0.397, 'energy': 0.441, 'speechiness': 0.0301, 'instrumentalness': 0.91, 'tempo': 180.035, 'valence': 0.521}"
598,B.S.,Jhene Aiko Featuring H.E.R.,24,{'spring'},6t8o7ixMZP1JXa0YkXRuio,"{'danceability': 0.617, 'energy': 0.525, 'speechiness': 0.121, 'instrumentalness': 1.2e-06, 'tempo': 135.857, 'valence': 0.375}"
599,Neon Eyes,Morgan Wallen,63,{'winter'},3kOi5KZTcCOdqFlUjF9CDZ,"{'danceability': 0.576, 'energy': 0.843, 'speechiness': 0.029, 'instrumentalness': 8.04e-05, 'tempo': 126.009, 'valence': 0.628}"
600,More Surprised Than Me,Morgan Wallen,66,{'winter'},5NhcE6cuJjVYyVEKp97zOt,"{'danceability': 0.516, 'energy': 0.748, 'speechiness': 0.0289, 'instrumentalness': 0, 'tempo': 85.004, 'valence': 0.433}"
601,Livin' The Dream,Morgan Wallen,74,{'winter'},2L4YgbxxwmwafMqLIjSx8q,"{'danceability': 0.621, 'energy': 0.754, 'speechiness': 0.0269, 'instrumentalness': 0.00484, 'tempo': 127.036, 'valence': 0.441}"
602,Whiskey'd My Way,Morgan Wallen,83,{'winter'},6HsXpHn2s6S9arU3Wy7ndc,"{'danceability': 0.443, 'energy': 0.518, 'speechiness': 0.0266, 'instrumentalness': 0.00225, 'tempo': 185.764, 'valence': 0.323}"
603,Your Bartender,Morgan Wallen,84,{'winter'},01FvQEvHETjWqcDpQDJdTb,"{'danceability': 0.555, 'energy': 0.771, 'speechiness': 0.0282, 'instrumentalness': 7.26e-05, 'tempo': 139.971, 'valence': 0.442}"
604,Outlaw,Morgan Wallen Featuring Ben Burgess,86,{'winter'},2NK6dtSujGIyilnEgbw8MX,"{'danceability': 0.505, 'energy': 0.63, 'speechiness': 0.0274, 'instrumentalness': 0, 'tempo': 85.036, 'valence': 0.247}"
605,Only Thing That's Gone,Morgan Wallen Featuring Chris Stapleton,90,{'winter'},0CfPMZ1DSdzglsMRpLDM2H,"{'danceability': 0.5, 'energy': 0.803, 'speechiness': 0.032, 'instrumentalness': 2.12e-05, 'tempo': 150.058, 'valence': 0.451}"
606,This Bar,Morgan Wallen,92,{'winter'},075qcpR3BnxD5CWUIx1HTr,"{'danceability': 0.553, 'energy': 0.884, 'speechiness': 0.0771, 'instrumentalness': 0.00033, 'tempo': 110.074, 'valence': 0.248}"
607,Wonderin' Bout The Wind,Morgan Wallen,93,{'winter'},2p6hbwOB2u5hI4Uc8FDNL3,"{'danceability': 0.481, 'energy': 0.715, 'speechiness': 0.0334, 'instrumentalness': 0, 'tempo': 90.966, 'valence': 0.395}"
608,Girl Like Me,Jazmine Sullivan Featuring H.E.R.,97,{'winter'},2sXydP9vPEYUH4uAWotuGu,"{'danceability': 0.5, 'energy': 0.638, 'speechiness': 0.0756, 'instrumentalness': 0, 'tempo': 81.145, 'valence': 0.698}"
609,Midnight Sky,Miley Cyrus,14,{'summer'},4i2qxFEVVUi8yOYoxB8TCX,"{'danceability': 0.699, 'energy': 0.805, 'speechiness': 0.0345, 'instrumentalness': 0.00177, 'tempo': 109.976, 'valence': 0.232}"
610,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,32,{'winter'},6LVzOLJkzG3C4hLNOdaBry,"{'danceability': 0.606, 'energy': 0.737, 'speechiness': 0.0321, 'instrumentalness': 0, 'tempo': 82.966, 'valence': 0.65}"
611,Pretty Heart,Parker McCollum,36,{'fall'},7nINhyXn6uwUkYLY5KQH0K,"{'danceability': 0.568, 'energy': 0.707, 'speechiness': 0.03, 'instrumentalness': 0, 'tempo': 131.944, 'valence': 0.369}"
612,Watermelon Sugar,Harry Styles,1,{'summer'},6UelLqGlWMcVH1E5c4H7lY,"{'danceability': 0.548, 'energy': 0.816, 'speechiness': 0.0465, 'instrumentalness': 0, 'tempo': 95.39, 'valence': 0.557}"
613,Ain't Always The Cowboy,Jon Pardi,55,{'fall'},77XoAnllT85lmR9WP0D8dS,"{'danceability': 0.539, 'energy': 0.837, 'speechiness': 0.0385, 'instrumentalness': 0, 'tempo': 151.913, 'valence': 0.551}"
614,Way Out,Jack Harlow Featuring Big Sean,74,{'winter'},6rLi6PyWXu1rPlShuIZpj6,"{'danceability': 0.945, 'energy': 0.582, 'speechiness': 0.0719, 'instrumentalness': 0, 'tempo': 108.025, 'valence': 0.907}"
615,Some Girls,Jameson Rodgers,29,{'fall'},4DCyfwekbYsNEzsYOG77el,"{'danceability': 0.424, 'energy': 0.845, 'speechiness': 0.0484, 'instrumentalness': 0, 'tempo': 167.988, 'valence': 0.336}"
616,Took Her To The O,King Von,47,{'fall'},7fEoXCZTZFosUFvFQg1BmW,"{'danceability': 0.82, 'energy': 0.592, 'speechiness': 0.29, 'instrumentalness': 4.71e-06, 'tempo': 159.98, 'valence': 0.4}"
617,Wonder,Shawn Mendes,18,{'fall'},5KCbr5ndeby4y4ggthdiAb,"{'danceability': 0.333, 'energy': 0.637, 'speechiness': 0.0581, 'instrumentalness': 1.8e-05, 'tempo': 139.898, 'valence': 0.132}"
618,Everywhere But On,Matt Stell,48,{'fall'},0ifYeH4gNXEyba41xr3I1w,"{'danceability': 0.563, 'energy': 0.722, 'speechiness': 0.0279, 'instrumentalness': 0, 'tempo': 149.903, 'valence': 0.309}"
619,Reminds Me Of You,The Kid LAROI & Juice WRLD,89,{'winter'},5YSHygGN9D0mID1NsVd5my,"{'danceability': 0.613, 'energy': 0.631, 'speechiness': 0.12, 'instrumentalness': 0, 'tempo': 149.992, 'valence': 0.33}"
620,All I Want For Christmas Is You,Mariah Carey,1,{'winter'},4I5Hn34v6foGP3ta9Xx0rN,"{'danceability': 0.695, 'energy': 0.652, 'speechiness': 0.0751, 'instrumentalness': 5.66e-06, 'tempo': 128.024, 'valence': 0.744}"
621,Rockin' Around The Christmas Tree,Brenda Lee,2,{'winter'},2EjXfH91m7f8HiJN1yQg97,"{'danceability': 0.589, 'energy': 0.472, 'speechiness': 0.0502, 'instrumentalness': 0, 'tempo': 67.196, 'valence': 0.898}"
622,Jingle Bell Rock,Bobby Helms,3,{'winter'},7vQbuQcyTflfCIOu3Uzzya,"{'danceability': 0.754, 'energy': 0.424, 'speechiness': 0.0363, 'instrumentalness': 0, 'tempo': 119.705, 'valence': 0.806}"
623,A Holly Jolly Christmas,Burl Ives,4,{'winter'},77khP2fIVhSW23NwxrRluh,"{'danceability': 0.683, 'energy': 0.375, 'speechiness': 0.0303, 'instrumentalness': 0, 'tempo': 140.467, 'valence': 0.888}"
624,It's The Most Wonderful Time Of The Year,Andy Williams,5,{'winter'},5hslUAKq9I9CG2bAulFkHN,"{'danceability': 0.24, 'energy': 0.598, 'speechiness': 0.0369, 'instrumentalness': 0, 'tempo': 201.629, 'valence': 0.776}"
625,Run Rudolph Run,Chuck Berry,10,{'winter'},2pnPe4pJtq7689i5ydzvJJ,"{'danceability': 0.681, 'energy': 0.715, 'speechiness': 0.0912, 'instrumentalness': 9.43e-06, 'tempo': 152.132, 'valence': 0.957}"
626,Feliz Navidad,Jose Feliciano,6,{'winter'},0oPdaY4dXtc3ZsaG17V972,"{'danceability': 0.513, 'energy': 0.831, 'speechiness': 0.0383, 'instrumentalness': 0, 'tempo': 148.837, 'valence': 0.963}"
627,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,8,{'winter'},2uFaJJtFpPDc5Pa95XzTvg,"{'danceability': 0.451, 'energy': 0.24, 'speechiness': 0.0351, 'instrumentalness': 2.45e-06, 'tempo': 134.009, 'valence': 0.701}"
628,The Christmas Song (Merry Christmas To You),Nat King Cole,11,{'winter'},4PS1e8f2LvuTFgUs1Cn3ON,"{'danceability': 0.319, 'energy': 0.21, 'speechiness': 0.0341, 'instrumentalness': 8.06e-05, 'tempo': 78.696, 'valence': 0.209}"
629,Underneath The Tree,Kelly Clarkson,12,{'winter'},3YZE5qDV7u1ZD1gZc47ZeR,"{'danceability': 0.509, 'energy': 0.812, 'speechiness': 0.0537, 'instrumentalness': 1.99e-05, 'tempo': 159.878, 'valence': 0.689}"
630,Redman,Lil Durk,71,{'winter'},5DhHtzRjVTVvRl1eajvYPe,"{'danceability': 0.741, 'energy': 0.51, 'speechiness': 0.262, 'instrumentalness': 0, 'tempo': 160.039, 'valence': 0.841}"
631,Slay3r,Playboi Carti,72,{'winter'},1eMNW1HQjF1dbb4GtnmpaX,"{'danceability': 0.885, 'energy': 0.661, 'speechiness': 0.141, 'instrumentalness': 0, 'tempo': 140.028, 'valence': 0.436}"
632,Go2DaMoon,Playboi Carti Featuring Kanye West,82,{'winter'},0F13K9dwYH2zpTWiR8d628,"{'danceability': 0.693, 'energy': 0.434, 'speechiness': 0.385, 'instrumentalness': 0, 'tempo': 147.066, 'valence': 0.542}"
633,Refugee,Lil Durk,86,{'winter'},4dkgkn7EfsCSsgvihaKbi4,"{'danceability': 0.858, 'energy': 0.357, 'speechiness': 0.275, 'instrumentalness': 0, 'tempo': 150.01, 'valence': 0.503}"
634,Take Me Home For Christmas,Dan + Shay,48,{'winter'},72HP2M4jjw4t0AIGdEVGEF,"{'danceability': 0.694, 'energy': 0.769, 'speechiness': 0.0325, 'instrumentalness': 0, 'tempo': 93.033, 'valence': 0.663}"
635,Vamp Anthem,Playboi Carti,90,{'winter'},4CzhtKifG867Lu5DNQVBSA,"{'danceability': 0.642, 'energy': 0.69, 'speechiness': 0.261, 'instrumentalness': 1.3e-06, 'tempo': 164.075, 'valence': 0.641}"
636,New N3on,Playboi Carti,92,{'winter'},7ejepEh5DJ79YI6owGRfkk,"{'danceability': 0.888, 'energy': 0.833, 'speechiness': 0.0737, 'instrumentalness': 0, 'tempo': 130.054, 'valence': 0.948}"
637,Death Ain't Easy,Lil Durk,93,{'winter'},4d6NmHDQ64zEbzSAnr844z,"{'danceability': 0.765, 'energy': 0.547, 'speechiness': 0.339, 'instrumentalness': 0, 'tempo': 90.024, 'valence': 0.531}"
638,M3tamorphosis,Playboi Carti Featuring Kid Cudi,99,{'winter'},7zLMYtNJcabv4h4wBnjNQI,"{'danceability': 0.657, 'energy': 0.604, 'speechiness': 0.0374, 'instrumentalness': 0, 'tempo': 73.933, 'valence': 0.122}"
639,Last Christmas,Wham!,9,{'winter'},2FRnf9qhLbvw8fu4IBXx78,"{'danceability': 0.735, 'energy': 0.478, 'speechiness': 0.0293, 'instrumentalness': 2.48e-06, 'tempo': 107.682, 'valence': 0.947}"
640,Sleigh Ride,The Ronettes,13,{'winter'},5ASM6Qjiav2xPe7gRkQMsQ,"{'danceability': 0.529, 'energy': 0.772, 'speechiness': 0.0287, 'instrumentalness': 2.21e-06, 'tempo': 91.751, 'valence': 0.853}"
641,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,12,{'winter'},2pXpURmn6zC5ZYDMms6fwa,"{'danceability': 0.724, 'energy': 0.276, 'speechiness': 0.0599, 'instrumentalness': 0, 'tempo': 112.874, 'valence': 0.718}"
642,Rudolph The Red-Nosed Reindeer,Gene Autry,16,{'winter'},1dtIaSlyrLI04sqYa8nLyN,"{'danceability': 0.629, 'energy': 0.159, 'speechiness': 0.0495, 'instrumentalness': 0, 'tempo': 142.157, 'valence': 0.642}"
643,Santa Tell Me,Ariana Grande,17,{'winter'},0lizgQ7Qw35od7CYaoMBZb,"{'danceability': 0.525, 'energy': 0.621, 'speechiness': 0.116, 'instrumentalness': 0, 'tempo': 191.9, 'valence': 0.591}"
644,Happy Holiday / The Holiday Season,Andy Williams,18,{'winter'},3sDdyBHQ60Cs1opmIyRvhp,"{'danceability': 0.505, 'energy': 0.451, 'speechiness': 0.0329, 'instrumentalness': 0, 'tempo': 74.347, 'valence': 0.744}"
645,Christmas (Baby Please Come Home),Darlene Love,19,{'winter'},46pF1zFimM582ss1PrMy68,"{'danceability': 0.325, 'energy': 0.759, 'speechiness': 0.053, 'instrumentalness': 0.000362, 'tempo': 126.627, 'valence': 0.36}"
646,White Christmas,Bing Crosby,12,{'winter'},4so0Wek9Ig1p6CRCHuINwW,"{'danceability': 0.317, 'energy': 0.158, 'speechiness': 0.0381, 'instrumentalness': 0.353, 'tempo': 130.503, 'valence': 0.247}"
647,(There's No Place Like) Home For The Holidays,Perry Como,22,{'winter'},2GapxG7BxK55ihQRAlR39e,"{'danceability': 0.532, 'energy': 0.401, 'speechiness': 0.0525, 'instrumentalness': 0, 'tempo': 143.823, 'valence': 0.45}"
648,It's Beginning To Look A Lot Like Christmas,Michael Buble,23,{'winter'},0lLdorYw7lVrJydTINhWdI,"{'danceability': 0.339, 'energy': 0.214, 'speechiness': 0.0375, 'instrumentalness': 7.47e-06, 'tempo': 94.775, 'valence': 0.363}"
649,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,26,{'winter'},25leEEaz1gIpp7o21Fqyjo,"{'danceability': 0.834, 'energy': 0.371, 'speechiness': 0.0358, 'instrumentalness': 0, 'tempo': 96.628, 'valence': 0.976}"
